path,domain,type,title,status,version,lines,first_commit,last_commit,code_refs,dead_refs,flag,flag_id,flag_note,review_basis
functional/AI_CARDS_SUMMARY.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Feature reference,AI Features - Implementation Summary,,,331,2026-01-03,2026-09-24,1,0,RED,C1,Retired historical four-card inventory; superseded by AI_CARDS_SUMMARY_UPDATED.md. The successor is also stale as a current inventory (C18).,targeted cross-document and/or code-path review
functional/AI_CARDS_SUMMARY_UPDATED.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Feature reference,AI Features - Implementation Summary,,,506,2026-01-03,2026-07-28,0,0,ORANGE,C18,"Not a current feature inventory: still lists Climate Risk Predictor as a working AI feature, but climateRisk.routes.ts returns 410 CLIMATE_RISK_RETIRED.",targeted cross-document and/or code-path review
functional/AI_HOME_DECISION_TOOLS.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Feature reference,AI_HOME_DECISION_TOOLS.md,,,613,2026-02-16,2026-02-16,0,0,YELLOW,H,"Historical snapshot (last changed 2026-02-16, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/AI_ROOM_SCAN.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Feature reference,Functional Requirements Document (FRD),,,649,2026-01-25,2026-01-28,0,0,YELLOW,H,"Historical snapshot (last changed 2026-01-28, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/CLAIMS_ASSISTANCE.md,"Coverage, Risk & Financial Tools",Feature reference,CLAIMS_ASSISTANCE.md,"Backend + Frontend MVP complete, extensible foundation",,638,2026-01-07,2026-01-07,0,0,YELLOW,H,"Historical snapshot (last changed 2026-01-07, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/CLAIMS_ASSISTANCE_PRD.md,"Coverage, Risk & Financial Tools",Requirements (FRD/PRD),CLAIMS_ASSISTANCE_PRD.md,,,471,2026-01-07,2026-01-07,0,0,YELLOW,H,"Historical snapshot (last changed 2026-01-07, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/CORRECTED_USER_HOMEOWNER_ANALYSIS.md,Property Context & Property Setup,Feature reference,CORRECTED ANALYSIS: User & HomeownerProfile Tables,,,431,2026-01-03,2026-01-03,0,0,YELLOW,C12,"Jan 3 2026 one-off analysis; never updated. Cites pages that no longer exist ((dashboard)/checklist, /maintenance, /action-center, HomeBuyerDashboard). ""CORRECTED_"" implies an earlier wrong version that is not in the repo.",targeted cross-document and/or code-path review
functional/DECISION_TRACE_LITE.md,"Guidance, Actions & Home Intelligence",Feature reference,DECISION_TRACE_LITE.md,,,492,2026-01-13,2026-01-14,0,0,YELLOW,H,"Historical snapshot (last changed 2026-01-14, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/DETERMINISTIC_NEXT_STEPS_FINDINGS.md,"Guidance, Actions & Home Intelligence",Audit / analysis,Deterministic Next Steps Findings,,,242,2026-03-24,2026-03-24,0,0,YELLOW,H,"Historical snapshot (last changed 2026-03-24, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/DIY_PROJECT_CENTER.md,"Providers, Pricing & Renovation Execution",Feature reference,DIY Project Center,,,1711,2026-06-27,2026-06-27,30,1,,,,"inventory, metadata and cited-path checks only"
functional/Deterministic_Resolution_Journeys_Logic_Document.docx,"Guidance, Actions & Home Intelligence",Data / asset,Deterministic_Resolution_Journeys_Logic_Document.docx,,,0,2026-03-25,2026-03-25,0,0,,,,"inventory, metadata and cited-path checks only"
functional/ENVIRONMENT_REPORT_FRD.md,"Property Intelligence, Environment & Event Radar",Requirements (FRD/PRD),Environment Report — Functional Requirements Document,"Implemented, including property-aware preparation and governed long-term hazard context",1.4,1430,2026-07-12,2026-09-03,26,0,,,,"inventory, metadata and cited-path checks only"
functional/ES_HOME_TIMELINE.md,"Home Records, Maintenance & Digital Twin",Feature reference,Executive Summary — Home Timeline,,,88,2026-01-16,2026-01-16,0,0,YELLOW,H,"Historical snapshot (last changed 2026-01-16, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/EXHAUSTIVE_SYSTEM_AUDIT.md,Pre-Launch Audits & Strategy (Mar-Apr 2026),Audit / analysis,EXHAUSTIVE SYSTEM AUDIT - Option B Implementation,,,1285,2026-01-03,2026-01-03,12,6,YELLOW,C12,"Jan 3 2026 one-off analysis; never updated. Cites pages that no longer exist ((dashboard)/checklist, /maintenance, /action-center, HomeBuyerDashboard). ""CORRECTED_"" implies an earlier wrong version that is not in the repo.",targeted cross-document and/or code-path review
functional/FINAL_IMPLEMENTATION_PLAN.md,Pre-Launch Audits & Strategy (Mar-Apr 2026),Plan,OPTION B IMPLEMENTATION PLAN - CLEAN SLATE DEPLOYMENT,,1.0,1515,2026-01-03,2026-01-03,20,5,YELLOW,C12,"Jan 3 2026 one-off analysis; never updated. Cites pages that no longer exist ((dashboard)/checklist, /maintenance, /action-center, HomeBuyerDashboard). ""CORRECTED_"" implies an earlier wrong version that is not in the repo.",targeted cross-document and/or code-path review
functional/GUIDANCE_ENGINE_FRD.md,"Guidance, Actions & Home Intelligence",Requirements (FRD/PRD),Guidance Engine — Functional Requirements Document,Living Document — reflects current implementation; resolved gaps removed as of v2.1,2.1,998,2026-03-25,2026-07-27,0,0,ORANGE,C3,"Three overlapping Guidance Engine specs (this, FRD_Updated, architecture/GUIDANCE_ENGINE.md); no doc says which governs. Last touched Mar 24-26 (FRD had a Jul 27 touch).",targeted cross-document and/or code-path review
functional/GUIDANCE_ENGINE_FRD_Updated.md,"Guidance, Actions & Home Intelligence",Requirements (FRD/PRD),GUIDANCE_ENGINE_FRD_Updated.md,Ready for Implementation,1.0,94,2026-03-31,2026-03-31,0,0,RED,C3,"A distinct user-initiated resolution FRD despite the ""Updated"" name. Manual journey route exists, but TR-01 names initiatedByUser, targetAssetId, and integer templateVersion while schema uses isUserInitiated, scopeId, and string templateVersion. FR-02/TR-01 are PARTIAL in requirement_status.csv.",targeted cross-document and/or code-path review
functional/GUIDANCE_ENGINE_HOMEOWNER_CTA_AUDIT_FRD.md,"Guidance, Actions & Home Intelligence",Requirements (FRD/PRD),Guidance Engine Homeowner CTA Audit FRD,Audit-only (no implementation changes),1.1,260,2026-03-28,2026-07-28,0,0,,,,"inventory, metadata and cited-path checks only"
functional/GUIDANCE_OVERVIEW_INLINE_PLAN.md,"Guidance, Actions & Home Intelligence",Plan,Guidance Overview — Inline Step Actions Plan,,,182,2026-04-10,2026-04-10,0,0,YELLOW,H,"Historical snapshot (last changed 2026-04-10, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/HIDDEN_ASSET_FINDER.md,"Coverage, Risk & Financial Tools",Feature reference,Hidden Asset Finder,,,1122,2026-03-14,2026-07-28,8,3,ORANGE,C15,Route exists in code but many cited frontend/worker files do not (14/24 and 3/8): implementation moved or partial. Verify before relying on file-level detail.,targeted cross-document and/or code-path review
functional/HOME_DIGITAL_TWIN.md,"Home Records, Maintenance & Digital Twin",Feature reference,Contract-to-Cozy,"P0–P2 implementation complete as of July 28, 2026. Section 7",,352,2026-03-15,2026-07-28,0,0,,,,"inventory, metadata and cited-path checks only"
functional/HOME_DIGITAL_WILL.md,"Buying, Selling & Life Transitions",Feature reference,Home Digital Will,,,819,2026-03-14,2026-03-14,0,0,YELLOW,H,"Historical snapshot (last changed 2026-03-14, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/HOME_EVENT_RADAR.md,"Property Intelligence, Environment & Event Radar",Feature reference,Home Event Radar,,,1297,2026-03-14,2026-08-06,41,2,,,,"inventory, metadata and cited-path checks only"
functional/HOME_EVENT_RADAR_FRD.md,"Property Intelligence, Environment & Event Radar",Requirements (FRD/PRD),Home Event Radar — Functional Requirements Document,Proposed |,1.0,1673,2026-07-26,2026-07-27,0,0,ORANGE,C4,"Status still ""Proposed"" while the Implementation Plan says ""In progress - launch acceptance implemented"" and 2 of the 3 Home Event Radar ADRs are Accepted.",targeted cross-document and/or code-path review
functional/HOME_EVENT_RADAR_IMPLEMENTATION_PLAN.md,"Property Intelligence, Environment & Event Radar",Plan,Home Event Radar — Comprehensive Implementation Plan,In progress — launch acceptance and observability baseline implemented |,1.0,2388,2026-07-26,2026-07-27,4,0,,,,"inventory, metadata and cited-path checks only"
functional/HOME_GAZETTE.md,"Property Intelligence, Environment & Event Radar",Feature reference,Home Briefing,,,168,2026-03-17,2026-07-30,0,0,,,,"inventory, metadata and cited-path checks only"
functional/HOME_IMPROVEMENT_FINANCING.md,"Coverage, Risk & Financial Tools",Feature reference,Home Improvement Financing Center,,,833,2026-06-27,2026-06-27,20,1,,,,"inventory, metadata and cited-path checks only"
functional/HOME_RENOVATION_RISK_ADVISOR.md,"Providers, Pricing & Renovation Execution",Feature reference,Renovation Workspace and Requirements Advisor,Production,1.0.0,950,2026-03-16,2026-07-29,4,0,,,,"inventory, metadata and cited-path checks only"
functional/HOME_RESERVE_FUND_PLANNER_FRD.md,"Coverage, Risk & Financial Tools",Requirements (FRD/PRD),Home Reserve / Sinking Fund Planner — Functional Requirements Document,,,512,2026-07-07,2026-07-07,18,3,ORANGE,C20,"Core reserve-fund route, page and schema exist, but three cited paths are missing (including the by-design workers Prisma path); verify file-level architecture before implementation.",targeted cross-document and/or code-path review
functional/HOME_RISK_REPLAY.md,"Property Intelligence, Environment & Event Radar",Feature reference,Past Hazard Exposure,,,1194,2026-03-13,2026-07-30,4,4,ORANGE,C15,"Top banner (2026-07-30) says the feature is now ""Past Hazard Exposure""; the 1,194-line body still describes the old design and all 4 cited worker provider files are gone. Banner-only reconciliation.",targeted cross-document and/or code-path review
functional/HOME_TIMELINE.md,"Home Records, Maintenance & Digital Twin",Feature reference,Functional Requirements Document (FRD),,,255,2026-01-16,2026-01-16,0,0,YELLOW,H,"Historical snapshot (last changed 2026-01-16, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/HOME_TOOLS.md,"Home Records, Maintenance & Digital Twin",Feature reference,Home Tools — Functional Requirements Document (FRD),,1.1,632,2026-01-17,2026-07-28,0,0,,,,"inventory, metadata and cited-path checks only"
functional/HOUSEHOLD_COLLABORATION.md,"Home Records, Maintenance & Digital Twin",Feature reference,Household Collaboration Layer,,,625,2026-06-27,2026-06-27,18,1,,,,"inventory, metadata and cited-path checks only"
functional/INSPECTION_REPORT_INTELLIGENCE.md,"Home Records, Maintenance & Digital Twin",Status / phase record,Inspection Report Intelligence,,,459,2026-06-28,2026-06-28,0,0,,,,"inventory, metadata and cited-path checks only"
functional/INTELLIGENCE_LAYERS.md,"Guidance, Actions & Home Intelligence",Feature reference,INTELLIGENCE_LAYERS.md,,,95,2026-02-21,2026-02-22,0,0,YELLOW,H,"Historical snapshot (last changed 2026-02-22, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/INVENTORY_AND_COVERAGE.md,"Coverage, Risk & Financial Tools",Status / phase record,ContractToCozy — Living Home Record and Coverage Intelligence,Implemented beta contract,,114,2026-01-05,2026-07-23,0,0,,,,"inventory, metadata and cited-path checks only"
functional/KNOWLEDGE_HUB.md,"Property Intelligence, Environment & Event Radar",Feature reference,Knowledge Hub,,,880,2026-03-14,2026-07-30,0,0,,,,"inventory, metadata and cited-path checks only"
functional/LIVE_PROJECT_EXECUTION_TRACKER.md,"Providers, Pricing & Renovation Execution",Status / phase record,Live Project Execution Tracker,,,604,2026-06-28,2026-06-28,0,0,,,,"inventory, metadata and cited-path checks only"
functional/MATERIAL_SPEC_REGISTRY.md,"Home Records, Maintenance & Digital Twin",Status / phase record,Home Material Specification Registry,,,708,2026-06-27,2026-06-27,24,14,ORANGE,C15,Route exists in code but many cited frontend/worker files do not (14/24 and 3/8): implementation moved or partial. Verify before relying on file-level detail.,targeted cross-document and/or code-path review
functional/NEGOTIATION_SHIELD.md,"Providers, Pricing & Renovation Execution",Feature reference,Negotiation Shield,,,608,2026-03-13,2026-03-13,25,0,YELLOW,H,"Historical snapshot (last changed 2026-03-13, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/NEIGHBORHOOD_CHANGE_RADAR.md,"Property Intelligence, Environment & Event Radar",Feature reference,Around Your Home,,,109,2026-03-15,2026-07-31,0,0,,,,"inventory, metadata and cited-path checks only"
functional/NYC_ZAP_PROPERTY_INTELLIGENCE_PROVIDER.md,"Property Intelligence, Environment & Event Radar",Feature reference,NYC ZAP Property Intelligence Provider,,,104,2026-07-31,2026-07-31,0,0,,,,"inventory, metadata and cited-path checks only"
functional/PERMIT_HISTORY_TRACKER.md,"Home Records, Maintenance & Digital Twin",Status / phase record,Permit History & Unpermitted Work Tracker,,,1210,2026-06-27,2026-06-27,33,2,,,,"inventory, metadata and cited-path checks only"
functional/PRODUCTION_GAP_IMPLEMENTATION_PLAN_2026.md,Pre-Launch Audits & Strategy (Mar-Apr 2026),Audit / analysis,Contract to Cozy - Production Gap Implementation Plan (2026),,,241,2026-03-29,2026-03-29,0,0,YELLOW,H,"Historical snapshot (last changed 2026-03-29, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/PRODUCTION_READINESS_AUDIT_2026.md,Pre-Launch Audits & Strategy (Mar-Apr 2026),Audit / analysis,Contract to Cozy — Production Readiness Audit,,,1204,2026-03-29,2026-03-29,36,3,YELLOW,H,"Historical snapshot (last changed 2026-03-29, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/PROPERTY_BRIEF.md,"Property Intelligence, Environment & Event Radar",Feature reference,Property Brief Functional Contract,Slice 8 governed-sharing foundation,,90,2026-07-30,2026-07-30,0,0,,,,"inventory, metadata and cited-path checks only"
functional/PROPERTY_ENHANCEMENT_ANALYSIS.md,Property Context & Property Setup,Feature reference,🏡 Property Onboarding Enhancement - Complete Analysis,,,1173,2026-01-03,2026-01-03,11,4,YELLOW,C12,"Jan 3 2026 one-off analysis; never updated. Cites pages that no longer exist ((dashboard)/checklist, /maintenance, /action-center, HomeBuyerDashboard). ""CORRECTED_"" implies an earlier wrong version that is not in the repo.",targeted cross-document and/or code-path review
functional/PROPERTY_INTELLIGENCE_LAUNCH_GOVERNANCE.md,"Property Intelligence, Environment & Event Radar",Status / phase record,Property Intelligence Launch Governance,,,163,2026-07-30,2026-07-31,0,0,,,,"inventory, metadata and cited-path checks only"
functional/PROPERTY_INTELLIGENCE_LEGACY_RETIREMENT.md,"Property Intelligence, Environment & Event Radar",Feature reference,Property Intelligence Legacy Retirement,,,62,2026-07-30,2026-07-30,0,0,,,,"inventory, metadata and cited-path checks only"
functional/PROPERTY_INTELLIGENCE_UNIFIED_EXPERIENCE.md,"Property Intelligence, Environment & Event Radar",Feature reference,Property Intelligence Unified Experience,,,96,2026-07-30,2026-07-30,0,0,,,,"inventory, metadata and cited-path checks only"
functional/PROPERTY_TAX_CENTER_FRD.md,"Coverage, Risk & Financial Tools",Requirements (FRD/PRD),Property Tax Center — Functional Requirements Document,Implemented,,364,2026-07-28,2026-07-28,1,0,,,,"inventory, metadata and cited-path checks only"
functional/PROVIDER_PORTFOLIO_AVAILABILITY_FRD.md,"Providers, Pricing & Renovation Execution",Requirements (FRD/PRD),Provider Portfolio & Availability — Functional Requirements Document,"Phase 1 (backend CRUD) and Phase 2 (frontend wiring, items 1-3) implemented.** See",,301,2026-08-21,2026-08-21,14,0,,,,"inventory, metadata and cited-path checks only"
functional/PROVIDER_PROFILE_MANAGEMENT_FRD.md,"Providers, Pricing & Renovation Execution",Requirements (FRD/PRD),Provider Profile Management — Functional Requirements Document,,,122,2026-08-21,2026-08-21,10,0,,,,"inventory, metadata and cited-path checks only"
functional/PROVIDER_REVIEWS_FRD.md,"Providers, Pricing & Renovation Execution",Requirements (FRD/PRD),Provider Reviews — Functional Requirements Document,,,81,2026-08-21,2026-08-21,8,0,,,,"inventory, metadata and cited-path checks only"
functional/PROVIDER_TRUST_COMPLIANCE_FRD.md,"Providers, Pricing & Renovation Execution",Requirements (FRD/PRD),Provider Trust & Compliance Verification — Functional Requirements Document,,,568,2026-07-07,2026-07-07,19,1,,,,"inventory, metadata and cited-path checks only"
functional/RECALL_SAFETY_ALERTS.MD,"Property Intelligence, Environment & Event Radar",Feature reference,PRD: P2.2 – Recall & Safety Alerts,,,284,2026-01-07,2026-01-07,0,0,,,,"inventory, metadata and cited-path checks only"
functional/RISK_ASSESSMENT_COMPREHENSIVE_DOCS.md,"Coverage, Risk & Financial Tools",Audit / analysis,Risk Assessment Feature - Comprehensive Documentation,"✅ Core Implementation Complete, ⚠️ Minor Issues Pending",,1420,2026-01-03,2026-01-03,1,0,YELLOW,C12,"Jan 3 2026 one-off analysis; never updated. Cites pages that no longer exist ((dashboard)/checklist, /maintenance, /action-center, HomeBuyerDashboard). ""CORRECTED_"" implies an earlier wrong version that is not in the repo.",targeted cross-document and/or code-path review
functional/ROOMS_EXPERIENCE.md,"Home Records, Maintenance & Digital Twin",Feature reference,ROOMS_EXPERIENCE.md,"Implemented (v1), extensible",,430,2026-01-15,2026-07-23,0,0,,,,"inventory, metadata and cited-path checks only"
functional/SEASONAL_FEATURE_SESSION_PROMPT.md,"Home Records, Maintenance & Digital Twin",Status / phase record,CONTRACT TO COZY - SEASONAL MAINTENANCE FEATURE CONTEXT,,,668,2026-01-03,2026-01-03,20,2,RED,C11,"A session prompt, not a spec; untouched since Jan 3. Cites deleted checklistItem controller/component.",targeted cross-document and/or code-path review
functional/SEASONAL_MAINTENANCE_HANDOFF.md,"Home Records, Maintenance & Digital Twin",Status / phase record,Contract to Cozy - Seasonal Maintenance Feature Handoff Document,🟢 Canonical Home integration implemented; historical sections retained for subsystem reference,,1874,2026-01-03,2026-07-20,23,3,ORANGE,C11,"Body predates the deprecated ChecklistItem -> PropertyMaintenanceTask consolidation; 3 cited files deleted. Header notes ""canonical Home integration implemented; historic...""",targeted cross-document and/or code-path review
functional/SERVICE_CATEGORY_CONFIG_ANALYSIS.md,"Providers, Pricing & Renovation Execution",Feature reference,SERVICE_CATEGORY_CONFIG TABLE - COMPLETE IMPACT ANALYSIS,,,493,2026-01-03,2026-01-03,4,0,YELLOW,C12,"Jan 3 2026 one-off analysis; never updated. Cites pages that no longer exist ((dashboard)/checklist, /maintenance, /action-center, HomeBuyerDashboard). ""CORRECTED_"" implies an earlier wrong version that is not in the repo.",targeted cross-document and/or code-path review
functional/SERVICE_PRICE_RADAR.md,"Providers, Pricing & Renovation Execution",Feature reference,Service Quote Decision and Service Price Radar,Implemented,,414,2026-03-14,2026-07-28,14,0,,,,"inventory, metadata and cited-path checks only"
functional/SMART_HOME_INTEGRATION_HUB.md,"Home Records, Maintenance & Digital Twin",Feature reference,Smart Home Integration Hub,,,1129,2026-06-27,2026-09-24,33,28,RED,C2,Retired design draft; SMART_HOME_IOT_INTEGRATION_FRD.md explicitly supersedes its direct alert-to-Incident path. 28/33 cited code paths do not exist.,targeted cross-document and/or code-path review
functional/SMART_HOME_IOT_INTEGRATION_FRD.md,"Home Records, Maintenance & Digital Twin",Requirements (FRD/PRD),Smart Home / IoT Sensor Integration — Functional Requirements Document,,,781,2026-07-07,2026-07-07,27,18,ORANGE,C2,No status line; 18/27 cited code paths (smartHome routes/services) do not exist and no smart-home route/page found in code - appears unimplemented.,targeted cross-document and/or code-path review
functional/Testing_Property_Onboarding.md,Property Context & Property Setup,Feature reference,Testing_Property_Onboarding.md,,,44,2026-02-15,2026-02-22,0,0,ORANGE,C13,PROPERTY_SETUP_CURRENT_STATE_AUDIT (line ~599) states parts of this checklist are stale vs current code (redirect behaviour).,targeted cross-document and/or code-path review
functional/WORKER_JOBS.md,"Admin, Workers & Operations",Feature reference,Worker Jobs — Feature Documentation,,,416,2026-03-16,2026-09-09,11,0,,,,"inventory, metadata and cited-path checks only"
functional/dashboard-stats-data-flow.md,Data Architecture (Pass 1-7),Feature reference,Dashboard Statistics Cards - Data Flow Documentation,,,559,2026-01-04,2026-01-04,7,2,YELLOW,H,"Historical snapshot (last changed 2026-01-04, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/guidance-engine-gap-analysis.md,"Guidance, Actions & Home Intelligence",Audit / analysis,Guidance Engine — Gap Analysis,,,631,2026-03-29,2026-03-29,0,0,YELLOW,H,"Historical snapshot (last changed 2026-03-29, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/guidance-engine-implementation-plan.md,"Guidance, Actions & Home Intelligence",Plan,Guidance Engine — Phased Implementation Plan,,,616,2026-03-29,2026-03-29,0,0,YELLOW,H,"Historical snapshot (last changed 2026-03-29, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
functional/mortgage-refinance-radar.md,"Coverage, Risk & Financial Tools",Feature reference,Mortgage Refinance Radar,Production in-product experience; external email and Web Push remain controlled-rollout only,,243,2026-03-16,2026-08-01,0,0,,,,"inventory, metadata and cited-path checks only"
gap-duplication-pass4.md,Data Architecture (Pass 1-7),Audit / analysis,PASS 4 - Gap and Duplication Analysis,,,152,2026-03-27,2026-03-27,0,0,YELLOW,H,"Historical snapshot (last changed 2026-03-27, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
icon-audit.md,Pre-Launch Audits & Strategy (Mar-Apr 2026),Audit / analysis,Icon System Audit — Contract to Cozy,,,375,2026-03-09,2026-03-09,0,0,YELLOW,H,"Historical snapshot (last changed 2026-03-09, before the Jul 2026 launch-readiness work). Verify against code before use.",git-date heuristic only
operations/AI_HOME_CONCIERGE_ASK_OPERATIONS_AND_GOVERNANCE.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Runbook / ops,AI Home Concierge — Ask Operations and Governance,repository implementation baseline,,267,2026-08-11,2026-08-13,3,0,,,,"inventory, metadata and cited-path checks only"
operations/AI_REQUEST_GOVERNANCE_RUNBOOK.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Runbook / ops,AI request governance runbook,,,16,2026-08-25,2026-08-25,0,0,,,,"inventory, metadata and cited-path checks only"
operations/BACKUP_RESTORE.md,"Admin, Workers & Operations",Runbook / ops,Postgres Backup & Restore,mechanism built and verified locally on 2026-07-09. **Not yet deployed to,,200,2026-07-09,2026-07-09,0,0,,,,"inventory, metadata and cited-path checks only"
operations/HOME_EVENT_RADAR_TEST_FIXTURES.md,"Property Intelligence, Environment & Event Radar",Runbook / ops,Home Event Radar Test Fixtures,,,73,2026-07-26,2026-07-26,0,0,,,,"inventory, metadata and cited-path checks only"
operations/LONGHORN_POSTGRES_MIGRATION_REQUIREMENTS.md,"Admin, Workers & Operations",Runbook / ops,Postgres on Longhorn — Migration Requirements,"requirements only, drafted 2026-07-11. No manifests changed yet.",,211,2026-07-11,2026-07-11,1,0,,,,"inventory, metadata and cited-path checks only"
operations/MORTGAGE_REFINANCE_RADAR_ALERT_ROLLOUT_AND_INCIDENT_RUNBOOK.md,"Coverage, Risk & Financial Tools",Runbook / ops,Mortgage Refinance Radar alert rollout and incident runbook,,,134,2026-08-01,2026-08-01,0,0,,,,"inventory, metadata and cited-path checks only"
operations/MORTGAGE_REFINANCE_RADAR_MEASUREMENT_AND_OPTIMIZATION.md,"Coverage, Risk & Financial Tools",Runbook / ops,Mortgage Refinance Radar measurement and optimization,,,48,2026-08-01,2026-08-01,0,0,,,,"inventory, metadata and cited-path checks only"
operations/OWNERSHIP_COST_INTELLIGENCE_OPERATIONS_AND_GOVERNANCE.md,"Coverage, Risk & Financial Tools",Runbook / ops,Ownership Cost Intelligence Operations and Governance,Active runbook,,133,2026-07-28,2026-07-28,0,0,,,,"inventory, metadata and cited-path checks only"
operations/OWNERSHIP_COST_TARGET_BUILD_REVIEW_CHECKLIST.md,"Coverage, Risk & Financial Tools",Runbook / ops,Ownership Cost Intelligence Target-Build Review,,,85,2026-07-28,2026-07-28,0,0,,,,"inventory, metadata and cited-path checks only"
operations/PILOT_RAISE_READINESS_PLAN.md,Acquisition & Business,Runbook / ops,Pilot & Fundraise Readiness Plan,,,169,2026-07-07,2026-07-28,15,0,,,,"inventory, metadata and cited-path checks only"
operations/PROPERTY_TAX_CENTER_OPERATIONS_AND_GOVERNANCE.md,"Coverage, Risk & Financial Tools",Runbook / ops,Property Tax Center Operations and Governance,Active runbook,,209,2026-07-28,2026-07-28,4,0,,,,"inventory, metadata and cited-path checks only"
operations/RENTCAST_PROPERTY_ENRICHMENT_OPERATIONS.md,Property Context & Property Setup,Runbook / ops,RentCast Property Enrichment Operations,,,83,2026-09-09,2026-09-10,0,0,,,,"inventory, metadata and cited-path checks only"
operations/SAVINGS_BENEFITS_SOURCE_RUNBOOK.md,"Admin, Workers & Operations",Runbook / ops,Savings and Benefits Source Runbook,Active runbook,,188,2026-07-28,2026-07-29,3,0,,,,"inventory, metadata and cited-path checks only"
operations/SERVICE_PRICE_BENCHMARK_SOURCE_OPERATIONS_RUNBOOK.md,"Providers, Pricing & Renovation Execution",Runbook / ops,Service Price Benchmark Source Operations Runbook,,,212,2026-07-28,2026-07-28,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/01-codebase-assessment.md,Personalization Engine,Audit / analysis,01 — Codebase Assessment,,,128,2026-07-13,2026-07-14,3,0,,,,"inventory, metadata and cited-path checks only"
personalization/02-current-state-architecture.md,Personalization Engine,Feature reference,02 — Current-State Architecture,,,152,2026-07-13,2026-07-13,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/03-feasibility-study.md,Personalization Engine,Audit / analysis,03 — Feasibility Study,,,129,2026-07-13,2026-07-15,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/04-target-architecture.md,Personalization Engine,Feature reference,04 — Current Target Architecture,,,138,2026-07-13,2026-07-15,0,0,YELLOW,C5,"Titled ""Current Target Architecture"" - README says larger target sections are long-term reference, not commitments.",targeted cross-document and/or code-path review
personalization/05-data-model.md,Personalization Engine,Feature reference,05 — Current Personalization Data Model,,,112,2026-07-13,2026-07-14,1,0,,,,"inventory, metadata and cited-path checks only"
personalization/06-api-design.md,Personalization Engine,Feature reference,06 — API Design,,,124,2026-07-13,2026-07-13,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/07-frontend-experience.md,Personalization Engine,Feature reference,07 — Frontend Experience,,,107,2026-07-13,2026-07-13,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/08-personalization-frd.md,Personalization Engine,Requirements (FRD/PRD),08 — Functional Requirements Document: Personalization Engine,Proposed; implementation not authorized by this document |,1.0,445,2026-07-13,2026-07-14,0,0,ORANGE,C5,"Status ""Proposed; implementation not authorized"" but modules/personalization exists in code and README says internal validation is live.",targeted cross-document and/or code-path review
personalization/09-implementation-roadmap.md,Personalization Engine,Plan,09 — Phased Implementation Roadmap,,,106,2026-07-13,2026-07-15,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/10-testing-strategy.md,Personalization Engine,Feature reference,10 — Testing Strategy,,,109,2026-07-13,2026-07-15,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/11-risks-and-open-questions.md,Personalization Engine,Feature reference,"11 — Risks, Guardrails, and Open Questions",,,77,2026-07-13,2026-07-13,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/ContractToCozy-Personalization-Operations-Runbook.docx,Personalization Engine,Data / asset,ContractToCozy-Personalization-Operations-Runbook.docx,,,0,2026-07-14,2026-07-15,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/README.md,Personalization Engine,Status / phase record,ContractToCozy Personalization Engine,Internal validation with default property personalization,,56,2026-07-13,2026-07-16,0,0,,,,"inventory, metadata and cited-path checks only"
